name,type,parameters,description
futures_hog_supply,function,['symbol'],"玄田数据-供应维度
https://zhujia.zhuwang.com.cn
:param symbol: choice of {""猪肉批发价"", ""储备冻猪肉"", ""饲料原料数据"", ""白条肉"",
""生猪产能"", ""育肥猪"", ""肉类价格指数"", ""猪粮比价""}
:type symbol: str
:return: 玄田数据-供应维度
:rtype: pandas.DataFrame"
futures_hold_pos_sina,function,"['symbol', 'contract', 'date']","新浪财经-期货-成交持仓
https://vip.stock.finance.sina.com.cn/q/view/vFutures_Positions_cjcc.php
:param symbol: choice of {""成交量"", ""多单持仓"", ""空单持仓""}
:type symbol: str
:param contract: 期货合约
:type contract: str
:para..."
futures_hq_subscribe_exchange_symbol,function,[],"将品种字典转化为 pandas.DataFrame
https://finance.sina.com.cn/money/future/hf.html
:return: 品种对应表
:rtype: pandas.DataFrame"
futures_index_ccidx,function,['symbol'],"中证商品指数-商品指数-日频率
http://www.ccidx.com/index.html
:param symbol: choice of {""中证商品期货指数"", ""中证商品期货价格指数""}
:type symbol: str
:return: 商品指数-日频率
:rtype: pandas.DataFrame"
futures_index_min_ccidx,function,['symbol'],"中证商品指数-商品指数-分时数据
http://www.ccidx.com/index.html
:param symbol: choice of {""中证商品期货指数"", ""中证商品期货价格指数"", ""中证监控油脂油料期货指数"", ""中证监控软商品期货指数"",
""中证监控能化期货指数"", ""中证监控钢铁期货指数""}
:type symbol: str
:return: 商品指数-分时数据
:rt..."
futures_inventory_99,function,['symbol'],"99 期货网-大宗商品库存数据
https://www.99qh.com/data/stockIn?productId=12
:param symbol: 交易所对应的具体品种; 如：大连商品交易所的 豆一
:type symbol: str
:return: 大宗商品库存数据
:rtype: pandas.DataFrame"
futures_inventory_em,function,['symbol'],"东方财富网-数据中心-期货库存数据
https://data.eastmoney.com/ifdata/kcsj.html
:param symbol: 支持品种代码和中文名称，中文名称参见：https://data.eastmoney.com/ifdata/kcsj.html
:type symbol: str
:return: 指定品种的库存数据
:rtype: pandas.DataFram..."
futures_main_sina,function,"['symbol', 'start_date', 'end_date']","新浪财经-期货-主力连续日数据
https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html#titlePos_1
:param symbol: 通过 ak.futures_display_main_sina() 函数获取 symbol
:type symbol: str
:param start_date..."
futures_news_shmet,function,['symbol'],"上海金属网-快讯
https://www.shmet.com/newsFlash/newsFlash.html?searchKeyword=
:param symbol: choice of {""全部"", ""要闻"", ""VIP"", ""财经"", ""铜"", ""铝"", ""铅"", ""锌"", ""镍"", ""锡"", ""贵金属"", ""小金属""}
:type symbol: str
:return: 上海金属网-快..."
futures_rule,function,['date'],"国泰君安期货-交易日历数据表
https://www.gtjaqh.com/pc/calendar.html
:param date: 需要指定为交易日, 且是近期的日期
:type date: str
:return: 交易日历数据
:rtype: pandas.DataFrame"
futures_settlement_price_sgx,function,['date'],"新加坡交易所-衍生品-历史数据-历史结算价格
https://www.sgx.com/zh-hans/research-education/derivatives
:param date: 交易日
:type date: str
:return: 所有期货品种的在指定交易日的历史结算价格
:rtype: pandas.DataFrame"
futures_shfe_warehouse_receipt,function,['date'],"上海期货交易所指定交割仓库期货仓单日报
https://tsite.shfe.com.cn/statements/dataview.html?paramid=dailystock&paramdate=20200703
:param date: 交易日, e.g., ""20200702""
:type date: str
:return: 指定日期的仓单日报数据
:rtype: dict"
futures_spot_price,function,"['date', 'vars_list']","指定交易日大宗商品现货价格及相应基差
https://www.100ppi.com/sf/day-2017-09-12.html
:param date: 开始日期 format: YYYY-MM-DD 或 YYYYMMDD 或 datetime.date 对象; 为空时为当天
:param vars_list: 合约品种如 RB、AL 等列表 为空时为所有商品
:return: pandas.D..."
futures_spot_price_daily,function,"['start_day', 'end_day', 'vars_list']","指定时间段内大宗商品现货价格及相应基差
https://www.100ppi.com/sf/
:param start_day: str 开始日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象; 默认为当天
:param end_day: str 结束数据 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象;..."
futures_spot_price_previous,function,['date'],"具体交易日大宗商品现货价格及相应基差
https://www.100ppi.com/sf/day-2017-09-12.html
:param date: 交易日; 历史日期
:type date: str
:return: 现货价格及相应基差
:rtype: pandas.DataFrame"
futures_spot_stock,function,['symbol'],"东方财富网-数据中心-现货与股票
https://data.eastmoney.com/ifdata/xhgp.html
:param symbol: choice of {'能源', '化工', '塑料', '纺织', '有色', '钢铁', '建材', '农副'}
:type symbol: str
:return: 现货与股票上下游对应数据
:rtype: pandas.DataFrame"
futures_spot_sys,function,"['symbol', 'indicator']","生意社-商品与期货-现期图
https://www.100ppi.com/sf/792.html
:param symbol: 期货品种
:type symbol: str
:param indicator: 市场价格; choice of {""市场价格"", ""基差率"", ""主力基差""}
:type indicator: str
:return: pandas.DataFrame
:rtype: ..."
futures_stock_shfe_js,function,['date'],"金十财经-上海期货交易所指定交割仓库库存周报
https://datacenter.jin10.com/reportType/dc_shfe_weekly_stock
:param date: 交易日; 库存周报只在每周的最后一个交易日公布数据
:type date: str
:return: 库存周报
:rtype: pandas.Series"
futures_symbol_mark,function,[],"期货的品种和代码映射
https://vip.stock.finance.sina.com.cn/quotes_service/view/js/qihuohangqing.js
:return: 期货的品种和代码映射
:rtype: pandas.DataFrame"
futures_to_spot_czce,function,['date'],"郑州商品交易所-期转现统计
http://www.czce.com.cn/cn/jysj/qzxtj/H770311index_1.htm
:param date: 年月日
:type date: str
:return: 郑州商品交易所-期转现统计
:rtype: pandas.DataFrame"
futures_to_spot_dce,function,['date'],"大连商品交易所-期转现
http://www.dce.com.cn/dalianshangpin/xqsj/tjsj26/jgtj/qzxcx/index.html
:param date: 期转现日期
:type date: str
:return: 大连商品交易所-期转现
:rtype: pandas.DataFrame"
futures_to_spot_shfe,function,['date'],"上海期货交易所-期转现
https://tsite.shfe.com.cn/statements/dataview.html?paramid=kx
1、铜、铜(BC)、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、20号胶、低硫燃料油、燃料油、石油沥青、纸浆、不锈钢的数量单位为：吨；黄金的数量单位为：克；白银的数量单位为：千克；原油的数量单位为：桶。
2、交割量、期转现量为单向计算。
:p..."
futures_zh_daily_sina,function,['symbol'],"中国各品种期货日频率数据
https://finance.sina.com.cn/futures/quotes/V2105.shtml
:param symbol: 可以通过 match_main_contract(symbol=""cffex"") 获取, 或者访问网页获取
:type symbol: str
:return: 指定 symbol 的数据
:rtype: pandas.DataFra..."
futures_zh_minute_sina,function,"['symbol', 'period']","中国各品种期货分钟频率数据
https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html#titlePos_3
:param symbol: 可以通过 match_main_contract(symbol=""cffex"") 获取, 或者访问网页获取
:type symbol: str
:param peri..."
futures_zh_realtime,function,['symbol'],"期货品种当前时刻所有可交易的合约实时数据
https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html#titlePos_1
:param symbol: 品种名称；可以通过 ak.futures_symbol_mark() 获取所有品种命名表
:type symbol: str
:return: 期货品种..."
futures_zh_spot,function,"['symbol', 'market', 'adjust']","期货的实时行情数据
https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html#titlePos_1
:param symbol: 合约名称的字符串组合
:type symbol: str
:param market: CF 为商品期货
:type market: str
:param adjust: '..."
fx_pair_quote,function,[],"中国外汇交易中心暨全国银行间同业拆借中心-市场数据-市场行情-债券市场行情-外币对即期报价
http://www.chinamoney.com.cn/chinese/mkdatapfx/
:return: 外币对即期报价
:return: pandas.DataFrame"
fx_quote_baidu,function,['symbol'],"百度股市通-外汇-行情榜单
https://gushitong.baidu.com/top/foreign-common-%E5%B8%B8%E7%94%A8
:param symbol: choice of {""人民币"", 美元""}
:type symbol: str
:return: 外汇行情数据
:rtype: pandas.DataFrame"
fx_spot_quote,function,[],"中国外汇交易中心暨全国银行间同业拆借中心-市场数据-市场行情-外汇市场行情-人民币外汇即期报价
http://www.chinamoney.com.cn/chinese/mkdatapfx/
:return: 人民币外汇即期报价
:rtype: pandas.DataFrame"
fx_swap_quote,function,[],"中国外汇交易中心暨全国银行间同业拆借中心-市场数据-市场行情-债券市场行情-人民币外汇远掉报价
https://www.chinamoney.com.cn/chinese/index.html
:return: 人民币外汇远掉报价
:return: pandas.DataFrame"
get_cffex_daily,function,['date'],"中国金融期货交易所-日频率交易数据
http://www.cffex.com.cn/rtj/
:param date: 交易日; 数据开始时间为 20100416
:type date: str
:return: 日频率交易数据
:rtype: pandas.DataFrame"
get_cffex_rank_table,function,"['date', 'vars_list']","中国金融期货交易所前 20 会员持仓排名数据明细
http://www.cffex.com.cn/ccpm/
注：该交易所既公布品种排名，也公布标的排名
:param date: 日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象 为空时为当天
:param vars_list: 合约品种如RB、AL等列表 为空时为所有商品, 数据从20100416..."
get_czce_daily,function,['date'],"郑州商品交易所-日频率-量价数据
http://www.czce.com.cn/cn/jysj/mrhq/H770301index_1.htm
:param date: 日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date 对象，默认为当前交易日; 日期需要大于 20100824
:type date: str or datetime.date
:retu..."
get_czce_rank_table,function,['date'],"郑州商品交易所前 20 会员持仓排名数据明细
注：该交易所既公布了品种排名, 也公布了标的排名
:param date: 日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象 为空时为当天
:return: pd.DataFrame
rank                        排名                        int
vo..."
get_dce_daily,function,['date'],"大连商品交易所日交易数据
http://www.dce.com.cn/dalianshangpin/xqsj/tjsj26/rtj/rxq/index.html
:param date: 交易日, e.g., 20200416
:type date: str
:return: 具体交易日的个品种行情数据
:rtype: pandas.DataFrame"
get_dce_rank_table,function,"['date', 'vars_list']","大连商品交易所前 20 会员持仓排名数据明细, 由于交易所网站问题, 需要 20200720 之后才有数据
注: 该交易所只公布标的合约排名
:param date: 日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date 对象, 为空时为当天
:param vars_list: 合约品种如 RB、AL 等列表为空时为所有商品, 数据从 20060104 开..."
get_futures_daily,function,"['start_date', 'end_date', 'market']","交易所日交易数据
:param start_date: 开始日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象 为空时为当天
:type start_date: str
:param end_date: 结束数据 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象 为空时为当天
:type end_date:..."
get_gfex_daily,function,['date'],"广州期货交易所-日频率-量价数据
广州期货交易所: 工业硅(上市时间: 20221222)
http://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
:param date: 日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象，默认为当前交易日
:type date: str or datetime.date
..."
get_ine_daily,function,['date'],"上海国际能源交易中心-日频率-量价数据
上海国际能源交易中心: 原油期货(上市时间: 20180326); 20号胶期货(上市时间: 20190812)
trade_price: https://www.ine.cn/statements/daily/?paramid=kx
trade_note: https://www.ine.cn/data/datanote.dat
:param date: ..."
get_qhkc_fund_bs,function,"['date', 'url']","奇货可查-资金-净持仓分布
可获取数据的时间段为:""2016-10-10:2019-09-30""
:param url: 网址
:param date: 中文名称
:return: pd.DataFrame
symbol_df
   name       value        ratio      date
   IC  1552535406     0.195622  20190924
  ..."
get_qhkc_fund_money_change,function,"['date', 'url']","奇货可查-资金-成交额分布
可获取数据的时间段为:""2016-10-10:2019-09-30""
:param url: 网址
:param date: 中文名称
:return: pd.DataFrame
    name        value        ratio        date
   沪镍    2.292e+10     0.145963  2019-09-25
   沪银..."
get_qhkc_fund_position,function,"['date', 'url']","奇货可查-资金-总持仓分布
可获取数据的时间段为:""2016-10-10:2019-09-30""
:param url: 网址
:param date: 中文名称
:return: pd.DataFrame
symbol_df
   name       value        ratio      date
   IC  1552535406     0.195622  20190924
  ..."
get_qhkc_index,function,"['name', 'url']","奇货可查-指数-指数详情
获得奇货可查的指数数据: '奇货黑链', '奇货商品', '奇货谷物', '奇货贵金属', '奇货饲料', '奇货软商品', '奇货化工', '奇货有色', '奇货股指', '奇货铁合金', '奇货油脂'
:param url: 网址
:param name 中文名称
:return: pd.DataFrame
    date    price   volume  ....."
get_qhkc_index_profit_loss,function,"['name', 'url', 'start_date', 'end_date']","奇货可查-指数-盈亏详情
获得奇货可查的指数数据: '奇货黑链', '奇货商品', '奇货谷物', '奇货贵金属', '奇货饲料', '奇货软商品', '奇货化工', '奇货有色', '奇货股指', '奇货铁合金', '奇货油脂'
:param url: 网址
:param name None
:param start_date: """"
:param end_date: ""20190716"" 指定..."
get_qhkc_index_trend,function,"['name', 'url']","奇货可查-指数-大资金动向
获得奇货可查的指数数据: '奇货黑链', '奇货商品', '奇货谷物', '奇货贵金属', '奇货饲料', '奇货软商品', '奇货化工', '奇货有色', '奇货股指', '奇货铁合金', '奇货油脂'
:param url: 网址
:param name None
:return: pd.DataFrame
    broker    grade    money ..."
get_rank_sum,function,"['date', 'vars_list']","采集五个期货交易所前5、前10、前15、前20会员持仓排名数据
注1：由于上期所和中金所只公布每个品种内部的标的排名, 没有公布品种的总排名;
    所以函数输出的品种排名是由品种中的每个标的加总获得, 并不是真实的品种排名列表
注2：大商所只公布了品种排名, 未公布标的排名
:param date: 日期 format: YYYY-MM-DD 或 YYYYMMDD 或 datetime.dat..."
get_rank_sum_daily,function,"['start_day', 'end_day', 'vars_list']","采集四个期货交易所前 5、前 10、前 15、前 20 会员持仓排名数据
注1：由于上期所和中金所只公布每个品种内部的标的排名，没有公布品种的总排名;
    所以函数输出的品种排名是由品种中的每个标的加总获得，并不是真实的品种排名列表
注2：大商所只公布了品种排名，未公布标的排名
:param start_day: 开始日期 format：YYYY-MM-DD 或 YYYYMMDD 或 date..."
get_receipt,function,"['start_date', 'end_date', 'vars_list']","大宗商品-注册仓单数据
:param start_date: 开始日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date 对象 为空时为当天
:type start_date: str
:param end_date: 结束数据 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date 对象 为空时为当天
:type end_..."
get_roll_yield,function,"['date', 'var', 'symbol1', 'symbol2', 'df']","指定交易日指定品种（主力和次主力）或任意两个合约的展期收益率
Parameters
------
date: string 某一天日期 format： YYYYMMDD
var: string 合约品种如 RB、AL 等
symbol1: string 合约 1 如 rb1810
symbol2: string 合约 2 如 rb1812
df: DataFrame或None 从dailyBar得..."
get_roll_yield_bar,function,"['type_method', 'var', 'date', 'start_day', 'end_day']","展期收益率
:param type_method: 'symbol': 获取指定交易日指定品种所有交割月合约的收盘价; 'var': 获取指定交易日所有品种两个主力合约的展期收益率(展期收益率横截面); 'date': 获取指定品种每天的两个主力合约的展期收益率(展期收益率时间序列)
:param var: 合约品种如 ""RB"", ""AL"" 等
:param date: 指定交易日 format：..."
get_shfe_daily,function,['date'],"上海期货交易所-日频率-量价数据
https://tsite.shfe.com.cn/statements/dataview.html?paramid=kx
:param date: 日期 format：YYYY-MM-DD 或 YYYYMMDD 或 datetime.date对象, 默认为当前交易日
:type date: str or datetime.date
:return: 上海期货交易..."
get_shfe_rank_table,function,"['date', 'vars_list']","上海期货交易所会员成交及持仓排名表
https://www.shfe.com.cn/
https://tsite.shfe.com.cn/statements/dataview.html?paramid=kx
注：该交易所只公布每个品种内部的标的排名，没有公布品种的总排名
数据从 20020107 开始，每交易日 16:30 左右更新数据
:param date: 交易日
:type date: ..."
get_token,function,[],无文档
get_us_stock_name,function,[],"u.s. stock's english name, chinese name and symbol
you should use symbol to get apply into the next function
https://finance.sina.com.cn/stock/usstock/sector.shtml
:return: stock's english name, chine..."
hf_sp_500,function,['year'],"S&P 500 minute data from 2012-2018
:param year: from 2012-2018
:type year: str
:return: specific year dataframe
:rtype: pandas.DataFrame"
hurun_rank,function,"['indicator', 'year']","胡润排行榜
https://www.hurun.net/CN/HuList/Index?num=3YwKs889SRIm
:param indicator: choice of {""胡润百富榜"", ""胡润全球富豪榜"", ""胡润印度榜"", ""胡润全球独角兽榜"", ""全球瞪羚企业榜"", ""胡润Under30s创业领袖榜"", ""胡润中国500强民营企业"", ""胡润世界500强"", ""胡润艺术榜""}
:t..."
index_ai_cx,function,[],"财新数据-指数报告-AI策略指数
https://yun.ccxe.com.cn/indices/ai
:return: AI策略指数
:rtype: pandas.DataFrame"
index_all_cni,function,[],"国证指数-最近交易日的所有指数
http://www.cnindex.com.cn/zh_indices/sese/index.html?act_menu=1&index_type=-1
:return: 国证指数-所有指数
:rtype: pandas.DataFrame"
index_analysis_daily_sw,function,"['symbol', 'start_date', 'end_date']","申万宏源研究-指数分析
https://www.swsresearch.com/institute_sw/allIndex/analysisIndex
:param symbol: choice of {""市场表征"", ""一级行业"", ""二级行业"", ""风格指数""}
:type symbol: str
:param start_date: 开始日期
:type start_date: str
:p..."
index_analysis_monthly_sw,function,"['symbol', 'date']","申万宏源研究-指数分析-月报告
https://www.swsresearch.com/institute_sw/allIndex/analysisIndex
:param symbol: choice of {""市场表征"", ""一级行业"", ""二级行业"", ""风格指数""}
:type symbol: str
:param date: 查询日期; 通过调用 ak.index_analysis_we..."
index_analysis_week_month_sw,function,['symbol'],"申万宏源研究-周/月报表-日期序列
https://www.swsresearch.com/institute_sw/allIndex/analysisIndex
:param symbol: choice of {""week"", ""month""}
:type symbol: str
:return: 日期序列
:rtype: pandas.DataFrame"
index_analysis_weekly_sw,function,"['symbol', 'date']","申万宏源研究-指数分析-周报告
https://www.swsresearch.com/institute_sw/allIndex/analysisIndex
:param symbol: choice of {""市场表征"", ""一级行业"", ""二级行业"", ""风格指数""}
:type symbol: str
:param date: 查询日期; 通过调用 ak.index_analysis_we..."
index_awpr_cx,function,[],"财新数据-指数报告-新经济入职工资溢价水平
https://yun.ccxe.com.cn/indices/nei
:return: 新经济入职工资溢价水平
:rtype: pandas.DataFrame"
index_bei_cx,function,[],"财新数据-指数报告-基石经济指数
https://yun.ccxe.com.cn/indices/bei
:return: 基石经济指数
:rtype: pandas.DataFrame"
index_bi_cx,function,[],"财新数据-指数报告-基础指数
https://yun.ccxe.com.cn/indices/dei
:return: 基础指数
:rtype: pandas.DataFrame"
index_bloomberg_billionaires,function,[],"Bloomberg Billionaires Index
https://www.bloomberg.com/billionaires/
:return: 彭博亿万富豪指数
:rtype: pandas.DataFrame"
index_bloomberg_billionaires_hist,function,['year'],"Bloomberg Billionaires Index
https://stats.areppim.com/stats/links_billionairexlists.htm
:param year: choice of {""2021"", ""2019"", ""2018"", ...}
:type year: str
:return: 彭博亿万富豪指数历史数据
:rtype: pandas.DataF..."
index_cci_cx,function,[],"财新数据-指数报告-大宗商品指数
https://yun.ccxe.com.cn/indices/nei
:return: 大宗商品指数
:rtype: pandas.DataFrame"
index_ci_cx,function,[],"财新数据-指数报告-资本投入指数
https://yun.ccxe.com.cn/indices/nei
:return: 资本投入指数
:rtype: pandas.DataFrame"
index_code_id_map_em,function,[],"东方财富-股票和市场代码
https://quote.eastmoney.com/center/gridlist.html#hs_a_board
:return: 股票和市场代码
:rtype: dict"
index_component_sw,function,['symbol'],"申万宏源研究-指数发布-指数详情-成分股
https://www.swsresearch.com/institute_sw/allIndex/releasedIndex/releasedetail?code=801001&name=%E7%94%B3%E4%B8%8750
:param symbol: 指数代码
:type symbol: str
:return: 成分股
:rtype: pand..."
index_dei_cx,function,[],"财新数据-指数报告-数字经济指数
https://yun.ccxe.com.cn/indices/dei
:return: 数字经济指数
:rtype: pandas.DataFrame"
index_detail_cni,function,"['symbol', 'date']","国证指数-样本详情-指定日期的样本成份
http://www.cnindex.com.cn/module/index-detail.html?act_menu=1&indexCode=399001
:param symbol: 指数代码
:type symbol: str
:param date: 指定月份
:type date: str
:return: 指定日期的样本成份
:rtype: pa..."
index_detail_hist_adjust_cni,function,['symbol'],"国证指数-样本详情-历史调样
http://www.cnindex.com.cn/module/index-detail.html?act_menu=1&indexCode=399005
:param symbol: 指数代码
:type symbol: str
:return: 历史调样
:rtype: pandas.DataFrame"
index_detail_hist_cni,function,"['symbol', 'date']","国证指数-样本详情-历史样本
http://www.cnindex.com.cn/module/index-detail.html?act_menu=1&indexCode=399001
:param symbol: 指数代码; ""399001""
:type symbol: str
:param date: 指定月份; ""202201"", 为空返回所有数据
:type date: str
:ret..."
index_eri,function,['symbol'],"浙江省排污权交易指数
https://zs.zjpwq.net
:param symbol: choice of {""月度"", ""季度""}
:type symbol: str
:return: 浙江省排污权交易指数
:rtype: pandas.DataFrame"
index_fi_cx,function,[],"财新数据-指数报告-融合指数
https://yun.ccxe.com.cn/indices/dei
:return: 融合指数
:rtype: pandas.DataFrame"
index_global_hist_em,function,['symbol'],"东方财富网-行情中心-全球指数-历史行情数据
https://quote.eastmoney.com/gb/zsUDI.html
:param symbol: 指数名称；可以通过 ak.index_global_spot_em() 获取
:type symbol: str
:return: 历史行情数据
:rtype: pandas.DataFrame"
index_global_hist_sina,function,['symbol'],"新浪财经-行情中心-环球市场-历史行情
https://finance.sina.com.cn/stock/globalindex/quotes/UKX
:param symbol: 指数名称；可以通过 ak.index_global_name_table() 获取
:type symbol: str
:return: 环球市场历史行情
:rtype: pandas.DataFrame"
index_global_name_table,function,[],"新浪财经-行情中心-环球市场-名称代码映射表
https://finance.sina.com.cn/stock/globalindex/quotes/UKX
:return: 名称代码映射表
:rtype: pandas.DataFrame"
index_global_spot_em,function,[],"东方财富网-行情中心-全球指数-实时行情数据
https://quote.eastmoney.com/center/gridlist.html#global_qtzs
:return: 实时行情数据
:rtype: pandas.DataFrame"
index_hist_cni,function,"['symbol', 'start_date', 'end_date']","指数历史行情数据
http://www.cnindex.com.cn/module/index-detail.html?act_menu=1&indexCode=399001
:param symbol: 指数代码
:type symbol: str
:param start_date: 开始时间
:type start_date: str
:param end_date: 结束时间
:type ..."
index_hist_fund_sw,function,"['symbol', 'period']","申万宏源研究-申万指数-指数发布-基金指数-历史行情
https://www.swsresearch.com/institute_sw/allIndex/releasedIndex/fundDetail?code=807100
:param symbol: 基金指数代码
:type symbol: str
:param period: 周期
:type period: str
:return: 历..."
index_hist_sw,function,"['symbol', 'period']","申万宏源研究-指数发布-指数详情-指数历史数据
https://www.swsresearch.com/institute_sw/allIndex/releasedIndex/releasedetail?code=801001&name=%E7%94%B3%E4%B8%8750
:param symbol: 指数代码
:type symbol: str
:param period: choice ..."
index_hog_spot_price,function,[],"行情宝-生猪市场价格指数
https://hqb.nxin.com/pigindex/index.shtml
:return: 生猪市场价格指数
:rtype: pandas.DataFrame"
index_ii_cx,function,[],"财新数据-指数报告-产业指数
https://yun.ccxe.com.cn/indices/dei
:return: 产业指数
:rtype: pandas.DataFrame"
index_inner_quote_sugar_msweet,function,[],"沐甜科技数据中心-配额内进口糖估算指数
https://www.msweet.com.cn/mtkj/sjzx13/index.html
:return: 配额内进口糖估算指数
:rtype: pandas.DataFrame"
index_kq_fashion,function,['symbol'],"柯桥时尚指数
http://ss.kqindex.cn:9559/rinder_web_kqsszs/index/index_page.do
:param symbol: choice of {'柯桥时尚指数', '时尚创意指数', '时尚设计人才数', '新花型推出数', '创意产品成交数', '创意企业数量', '时尚活跃度指数', '电商运行数', '时尚平台拓展数', '新产品销售额占比'..."
index_kq_fz,function,['symbol'],"中国柯桥纺织指数
http://www.kqindex.cn/flzs/jiage
:param symbol: choice of {'价格指数', '景气指数', '外贸指数'}
:type symbol: str
:return: 中国柯桥纺织指数
:rtype: pandas.DataFrame"
index_li_cx,function,[],"财新数据-指数报告-劳动力投入指数
https://yun.ccxe.com.cn/indices/nei
:return: 劳动力投入指数
:rtype: pandas.DataFrame"
index_min_sw,function,['symbol'],"申万宏源研究-指数发布-指数详情-指数分时数据
https://www.swsresearch.com/institute_sw/allIndex/releasedIndex/releasedetail?code=801001&name=%E7%94%B3%E4%B8%8750
:param symbol: 指数代码
:type symbol: str
:return: 指数分时数据
:rtype..."
index_neaw_cx,function,[],"财新数据-指数报告-新经济行业入职平均工资水平
https://yun.ccxe.com.cn/indices/nei
:return: 新经济行业入职平均工资水平
:rtype: pandas.DataFrame"
index_neei_cx,function,[],"财新数据-指数报告-新动能指数
https://yun.ccxe.com.cn/indices/neei
:return: 新动能指数
:rtype: pandas.DataFrame"
index_nei_cx,function,[],"财新数据-指数报告-中国新经济指数
https://yun.ccxe.com.cn/indices/nei
:return: 中国新经济指数
:rtype: pandas.DataFrame"
index_news_sentiment_scope,function,[],"数库-A股新闻情绪指数
https://www.chinascope.com/reasearch.html
:return: A股新闻情绪指数
:rtype: pandas.DataFrame"
index_option_1000index_min_qvix,function,[],"中证1000股指 期权波动率指数 QVIX-分时
http://1.optbbs.com/s/vix.shtml?Index1000
:return: 中证1000股指 期权波动率指数 QVIX-分时
:rtype: pandas.DataFrame"
index_option_1000index_qvix,function,[],"中证1000股指 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?Index1000
:return: 中证1000股指 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_100etf_min_qvix,function,[],"深证100ETF 期权波动率指数 QVIX-分时
http://1.optbbs.com/s/vix.shtml?100ETF
:return: 深证100ETF 期权波动率指数 QVIX-分时
:rtype: pandas.DataFrame"
index_option_100etf_qvix,function,[],"深证100ETF 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?100ETF
:return: 深证100ETF 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_300etf_min_qvix,function,[],"300 ETF 期权波动率指数 QVIX-分时
http://1.optbbs.com/s/vix.shtml?300ETF
:return: 300 ETF 期权波动率指数 QVIX-分时
:rtype: pandas.DataFrame"
index_option_300etf_qvix,function,[],"300 ETF 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?300ETF
:return: 300 ETF 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_300index_min_qvix,function,[],"中证300股指 期权波动率指数 QVIX-分时
http://1.optbbs.com/s/vix.shtml?Index
:return: 中证300股指 期权波动率指数 QVIX-分时
:rtype: pandas.DataFrame"
index_option_300index_qvix,function,[],"中证300股指 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?Index
:return: 中证300股指 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_500etf_min_qvix,function,[],"500 ETF 期权波动率指数 QVIX-分时
http://1.optbbs.com/s/vix.shtml?500ETF
:return: 500 ETF 期权波动率指数 QVIX-分时
:rtype: pandas.DataFrame"
index_option_500etf_qvix,function,[],"500 ETF 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?500ETF
:return: 500 ETF 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_50etf_min_qvix,function,[],"50 ETF 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?50ETF
:return: 50 ETF 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_50etf_qvix,function,[],"50ETF 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?50ETF
:return: 50ETF 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_50index_min_qvix,function,[],"上证50股指 期权波动率指数 QVIX-分时
http://1.optbbs.com/s/vix.shtml?50index
:return: 上证50股指 期权波动率指数 QVIX-分时
:rtype: pandas.DataFrame"
index_option_50index_qvix,function,[],"上证50股指 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?50index
:return: 上证50股指 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
index_option_cyb_min_qvix,function,[],"创业板 期权波动率指数 QVIX-分时
http://1.optbbs.com/s/vix.shtml?CYB
:return: 创业板 期权波动率指数 QVIX-分时
:rtype: pandas.DataFrame"
index_option_cyb_qvix,function,[],"创业板 期权波动率指数 QVIX
http://1.optbbs.com/s/vix.shtml?CYB
:return: 创业板 期权波动率指数 QVIX
:rtype: pandas.DataFrame"
